closingPrice,maxPrice,minPrice,openingPrice,periodEndTime,periodNumber,periodStartTime,symbol,symbolID
133.991,20.0288,19.6713,134.882,00:00:19,1,00:00:00,cpgx,2
133.793,19.994,19.7309,134.041,00:00:39,2,00:00:20,cpgx,2
133.882,20.0089,19.7706,133.888,00:00:59,3,00:00:40,cpgx,2
133.882,19.8004,19.6415,133.803,00:01:19,4,00:01:00,cpgx,2
133.239,19.7706,19.6316,133.958,00:01:39,5,00:01:20,cpgx,2
133.407,19.8004,19.6614,133.239,00:01:59,6,00:01:40,cpgx,2
133.308,19.86,19.7309,133.387,00:02:19,7,00:02:00,cpgx,2
133.199,19.8004,19.6514,133.288,00:02:39,8,00:02:20,cpgx,2
133.338,19.9146,19.721,133.179,00:02:59,9,00:02:40,cpgx,2
133.516,19.9891,19.86,133.231,00:03:19,10,00:03:00,cpgx,2
133.902,19.8898,19.8203,133.556,00:03:39,11,00:03:20,cpgx,2
134.213,19.86,19.7805,134.011,00:03:59,12,00:03:40,cpgx,2
133.961,20.0189,19.8798,134.09,00:04:19,13,00:04:00,cpgx,2
133.732,20.0486,19.9493,133.937,00:04:39,14,00:04:20,cpgx,2
133.922,20.0586,19.9791,133.852,00:04:59,15,00:04:40,cpgx,2
133.575,20.0288,19.9295,133.862,00:05:19,16,00:05:00,cpgx,2
133.526,20.0288,19.9503,133.546,00:05:39,17,00:05:20,cpgx,2
133.249,20.0189,19.9096,133.467,00:05:59,18,00:05:40,cpgx,2
134.199,20.0586,19.8699,133.328,00:06:19,19,00:06:00,cpgx,2
134.941,20.1082,19.9398,134.318,00:06:39,20,00:06:20,cpgx,2
134.664,19.999,19.8103,134.743,00:06:59,21,00:06:40,cpgx,2
134.645,19.9493,19.8203,134.724,00:07:19,22,00:07:00,cpgx,2
134.178,19.8898,19.8004,134.546,00:07:39,23,00:07:20,cpgx,2
134.425,19.9593,19.8103,134.209,00:07:59,24,00:07:40,cpgx,2
134.031,19.86,19.7954,134.466,00:08:19,25,00:08:00,cpgx,2
133.991,19.86,19.8004,133.833,00:08:39,26,00:08:20,cpgx,2
133.942,19.8401,19.7706,133.917,00:08:59,27,00:08:40,cpgx,2
133.504,19.8302,19.721,134.013,00:09:19,28,00:09:00,cpgx,2
133.764,19.7805,19.6961,133.595,00:09:39,29,00:09:20,cpgx,2
133.952,19.7905,19.7507,133.823,00:09:59,30,00:09:40,cpgx,2
133.902,19.8103,19.7458,134.051,00:10:19,31,00:10:00,cpgx,2
133.954,19.7706,19.711,133.902,00:10:39,32,00:10:20,cpgx,2
134.348,19.86,19.7607,133.971,00:10:59,33,00:10:40,cpgx,2
134.456,19.9196,19.8451,134.318,00:11:19,34,00:11:00,cpgx,2
134.199,19.9692,19.9096,134.496,00:11:39,35,00:11:20,cpgx,2
134.249,19.9891,19.9295,134.292,00:11:59,36,00:11:40,cpgx,2
134.229,19.9096,19.8451,134.288,00:12:19,37,00:12:00,cpgx,2
134.308,20.0189,19.8302,134.189,00:12:39,38,00:12:20,cpgx,2
134.348,20.0189,19.7408,134.328,00:12:59,39,00:12:40,cpgx,2
133.179,19.8302,19.7011,133.021,00:13:19,40,00:13:00,cpgx,2
133.249,19.8004,19.6713,133.209,00:13:39,41,00:13:20,cpgx,2
133.704,19.711,19.6514,133.432,00:13:59,42,00:13:40,cpgx,2
133.467,19.6812,19.4926,133.773,00:14:19,43,00:14:00,cpgx,2
133.648,19.5869,19.4231,133.427,00:14:39,44,00:14:20,cpgx,2
133.787,19.6217,19.5224,133.674,00:14:59,45,00:14:40,cpgx,2
133.773,19.5621,19.4926,133.843,00:15:19,46,00:15:00,cpgx,2
133.476,19.5323,19.4032,133.833,00:15:39,47,00:15:20,cpgx,2
133.753,19.428,19.3635,133.526,00:15:59,48,00:15:40,cpgx,2
133.922,19.3771,19.294,133.803,00:16:19,49,00:16:00,cpgx,2
133.872,19.284,19.2592,133.922,00:16:39,50,00:16:20,cpgx,2
133.922,19.3635,19.284,133.833,00:16:59,51,00:16:40,cpgx,2
133.772,19.3535,19.294,133.899,00:17:19,52,00:17:00,cpgx,2
133.635,19.3437,19.289,133.694,00:17:39,53,00:17:20,cpgx,2
133.872,19.3436,19.1587,133.825,00:17:59,54,00:17:40,cpgx,2
133.357,19.145,19.0308,133.912,00:18:19,55,00:18:00,cpgx,2
133.12,19.0556,18.9961,133.239,00:18:39,56,00:18:20,cpgx,2
133.516,19.1649,19.006,133.151,00:18:59,57,00:18:40,cpgx,2
133.566,19.1847,18.6585,133.467,00:19:19,58,00:19:00,cpgx,2
133.009,18.7577,18.4499,133.635,00:19:39,59,00:19:20,cpgx,2
133.15,18.7577,18.4698,132.981,00:19:59,60,00:19:40,cpgx,2
133.13,18.6287,18.4499,133.219,00:20:19,61,00:20:00,cpgx,2
133.209,18.7776,18.6103,133.219,00:20:39,62,00:20:20,cpgx,2
133.585,18.867,18.6088,133.209,00:20:59,63,00:20:40,cpgx,2
133.427,18.728,18.6089,133.496,00:21:19,64,00:21:00,cpgx,2
133.268,18.7081,18.6187,133.278,00:21:39,65,00:21:20,cpgx,2
132.796,18.6784,18.6187,133.189,00:21:59,66,00:21:40,cpgx,2
132.546,18.6783,18.5889,132.793,00:22:19,67,00:22:00,cpgx,2
132.486,18.6585,18.4896,132.516,00:22:39,68,00:22:20,cpgx,2
132.374,18.5889,18.4797,132.506,00:22:59,69,00:22:40,cpgx,2
131.784,18.5362,18.4599,132.298,00:23:19,70,00:23:00,cpgx,2
131.14,18.4896,18.4301,131.754,00:23:39,71,00:23:20,cpgx,2
131.388,18.4946,18.4201,131.269,00:23:59,72,00:23:40,cpgx,2
131.551,18.4648,18.4102,131.417,00:24:19,73,00:24:00,cpgx,2
131.466,18.7379,18.4102,131.635,00:24:39,74,00:24:20,cpgx,2
131.488,18.6783,18.2116,131.605,00:24:59,75,00:24:40,cpgx,2
131.417,18.4003,18.1818,131.408,00:25:19,76,00:25:00,cpgx,2
131.704,18.2811,18.152,131.507,00:25:39,77,00:25:20,cpgx,2
131.338,18.4599,18.2215,131.694,00:25:59,78,00:25:40,cpgx,2
131.507,18.579,18.3109,131.833,00:26:19,79,00:26:00,cpgx,2
131.15,18.44,18.291,131.368,00:26:39,80,00:26:20,cpgx,2
131.777,18.5095,18.3903,131.051,00:26:59,81,00:26:40,cpgx,2
131.922,18.5393,18.3706,131.734,00:27:19,82,00:27:00,cpgx,2
131.645,18.435,18.3506,131.942,00:27:39,83,00:27:20,cpgx,2
131.219,18.3903,18.291,131.724,00:27:59,84,00:27:40,cpgx,2
131.497,18.3903,18.2811,131.328,00:28:19,85,00:28:00,cpgx,2
132.108,18.3804,18.2364,131.477,00:28:39,86,00:28:20,cpgx,2
132.279,18.3357,18.1967,132.209,00:28:59,87,00:28:40,cpgx,2
131.952,18.2612,18.1746,132.269,00:29:19,88,00:29:00,cpgx,2
131.427,18.291,18.1719,131.847,00:29:39,89,00:29:20,cpgx,2
131.15,18.5491,18.2612,131.447,00:29:59,90,00:29:40,cpgx,2
131.071,18.6833,18.5691,131.15,00:30:19,91,00:30:00,cpgx,2
131.14,18.718,18.6088,131.081,00:30:39,92,00:30:20,cpgx,2
130.725,18.718,18.6088,131.184,00:30:59,93,00:30:40,cpgx,2
131.071,18.6287,18.579,130.675,00:31:19,94,00:31:00,cpgx,2
130.932,18.6585,18.579,131.071,00:31:39,95,00:31:20,cpgx,2
130.744,18.6088,18.4301,131.012,00:31:59,96,00:31:40,cpgx,2
130.368,18.4599,18.3506,130.685,00:32:19,97,00:32:00,cpgx,2
130.665,18.4946,18.3407,130.329,00:32:39,98,00:32:20,cpgx,2
130.762,18.4896,18.3804,130.754,00:32:59,99,00:32:40,cpgx,2
131.38,18.4499,18.1222,130.804,00:33:19,100,00:33:00,cpgx,2
132.081,18.2712,18.162,131.467,00:33:39,101,00:33:20,cpgx,2
131.398,18.2414,18.1024,132.047,00:33:59,102,00:33:40,cpgx,2
131.833,18.2712,18.2315,131.46,00:34:19,103,00:34:00,cpgx,2
131.81,18.2612,18.162,131.893,00:34:39,104,00:34:20,cpgx,2
132.011,18.2612,18.1222,131.843,00:34:59,105,00:34:40,cpgx,2
131.536,18.1322,17.9832,132.021,00:35:19,106,00:35:00,cpgx,2
131.514,18.0229,17.9137,131.605,00:35:39,107,00:35:20,cpgx,2
131.873,17.9733,17.864,131.466,00:35:59,108,00:35:40,cpgx,2
131.982,17.9137,17.8392,131.962,00:36:19,109,00:36:00,cpgx,2
131.229,17.9236,17.8094,132.031,00:36:39,110,00:36:20,cpgx,2
131.398,17.9236,17.8243,131.358,00:36:59,111,00:36:40,cpgx,2
131.576,17.9137,17.8392,131.378,00:37:19,112,00:37:00,cpgx,2
131.512,17.9137,17.8442,131.596,00:37:39,113,00:37:20,cpgx,2
131.393,17.874,17.8343,131.734,00:37:59,114,00:37:40,cpgx,2
131.219,17.9236,17.7945,131.457,00:38:19,115,00:38:00,cpgx,2
132.259,17.9336,17.8343,131.328,00:38:39,116,00:38:20,cpgx,2
132.041,18.2414,17.8094,132.09,00:38:59,117,00:38:40,cpgx,2
131.318,18.2116,17.9177,132.298,00:39:19,118,00:39:00,cpgx,2
130.972,17.9634,17.6952,131.368,00:39:39,119,00:39:20,cpgx,2
131.16,17.8938,17.6853,130.992,00:39:59,120,00:39:40,cpgx,2
131.237,17.7697,17.6754,131.177,00:40:19,121,00:40:00,cpgx,2
130.951,17.7945,17.725,131.13,00:40:39,122,00:40:20,cpgx,2
130.715,17.725,17.5612,130.934,00:40:59,123,00:40:40,cpgx,2
130.507,17.6307,17.5016,130.744,00:41:19,124,00:41:00,cpgx,2
130.843,17.6158,17.4669,130.477,00:41:39,125,00:41:20,cpgx,2
130.675,17.5264,17.4172,130.814,00:41:59,126,00:41:40,cpgx,2
130.616,17.5066,17.4073,130.576,00:42:19,127,00:42:00,cpgx,2
130.428,17.4371,17.3775,130.576,00:42:39,128,00:42:20,cpgx,2
130.705,17.3824,17.2335,130.59,00:42:59,129,00:42:40,cpgx,2
130.616,17.3874,17.2881,130.645,00:43:19,130,00:43:00,cpgx,2
130.101,17.3974,17.3129,130.617,00:43:39,131,00:43:20,cpgx,2
130.378,17.3775,17.2682,130.101,00:43:59,132,00:43:40,cpgx,2
130.897,17.2881,17.2385,130.358,00:44:19,133,00:44:00,cpgx,2
130.993,17.3775,17.2583,130.913,00:44:39,134,00:44:20,cpgx,2
131.704,17.4371,17.308,130.764,00:44:59,135,00:44:40,cpgx,2
131.596,17.4768,17.303,131.507,00:45:19,136,00:45:00,cpgx,2
132.338,17.7995,17.3675,131.655,00:45:39,137,00:45:20,cpgx,2
132.625,17.4371,17.2583,132.496,00:45:59,138,00:45:40,cpgx,2
132.665,17.3874,17.1888,132.675,00:46:19,139,00:46:00,cpgx,2
132.467,17.1888,17.0498,132.646,00:46:39,140,00:46:20,cpgx,2
132.675,17.2087,17.0895,132.378,00:46:59,141,00:46:40,cpgx,2
132.12,17.2285,17.1342,132.764,00:47:19,142,00:47:00,cpgx,2
132.071,17.2186,17.0299,132.179,00:47:39,143,00:47:20,cpgx,2
131.536,17.1094,17.0399,131.942,00:47:59,144,00:47:40,cpgx,2
131.704,17.0647,16.9604,131.566,00:48:19,145,00:48:00,cpgx,2
131.566,17.0697,17.0101,131.724,00:48:39,146,00:48:20,cpgx,2
131.435,17.0498,17.0101,131.477,00:48:59,147,00:48:40,cpgx,2
131.724,17.0101,16.881,131.447,00:49:19,148,00:49:00,cpgx,2
131.229,16.9803,16.9306,131.645,00:49:39,149,00:49:20,cpgx,2
130.982,16.9902,16.9008,131.219,00:49:59,150,00:49:40,cpgx,2
130.794,17.02,16.8611,130.962,00:50:19,151,00:50:00,cpgx,2
130.378,16.881,16.7618,130.794,00:50:39,152,00:50:20,cpgx,2
130.197,16.9108,16.8413,130.378,00:50:59,153,00:50:40,cpgx,2
130.309,16.9306,16.8611,130.052,00:51:19,154,00:51:00,cpgx,2
130.101,17.02,16.881,130.249,00:51:39,155,00:51:20,cpgx,2
130.022,17.1491,16.8629,130.299,00:51:59,156,00:51:40,cpgx,2
130.556,17.1392,16.8512,130.596,00:52:19,157,00:52:00,cpgx,2
130.507,17.1888,16.9108,130.611,00:52:39,158,00:52:20,cpgx,2
130.848,17.3179,17.2186,130.388,00:52:59,159,00:52:40,cpgx,2
131.635,17.3775,17.2682,131.038,00:53:19,160,00:53:00,cpgx,2
131.556,17.3477,17.1987,131.813,00:53:39,161,00:53:20,cpgx,2
131.704,17.1987,16.9008,131.625,00:53:59,162,00:53:40,cpgx,2
132.14,16.9803,16.8462,131.863,00:54:19,163,00:54:00,cpgx,2
131.883,17.0697,16.9505,132.061,00:54:39,164,00:54:20,cpgx,2
131.437,17.169,17.1094,131.784,00:54:59,165,00:54:40,cpgx,2
131.615,17.2186,17.1292,131.503,00:55:19,166,00:55:00,cpgx,2
131.902,17.3675,17.2186,131.645,00:55:39,167,00:55:20,cpgx,2
132.021,17.3874,17.308,131.925,00:55:59,168,00:55:40,cpgx,2
131.744,17.4073,17.2881,132.14,00:56:19,169,00:56:00,cpgx,2
131.754,17.4569,17.3576,131.704,00:56:39,170,00:56:20,cpgx,2
131.843,17.4966,17.3477,131.794,00:56:59,171,00:56:40,cpgx,2
131.813,17.447,17.3576,131.875,00:57:19,172,00:57:00,cpgx,2
131.99,17.3973,17.3378,131.792,00:57:39,173,00:57:20,cpgx,2
132.12,17.4172,17.2682,131.972,00:57:59,174,00:57:40,cpgx,2
131.635,17.3775,16.9604,132.061,00:58:19,175,00:58:00,cpgx,2
129.165,17.0299,16.9008,131.586,00:58:39,176,00:58:20,cpgx,2
128.745,17.0399,16.8909,129.111,00:58:59,177,00:58:40,cpgx,2
129.066,17.0895,16.891,128.854,00:59:19,178,00:59:00,cpgx,2
129.24,17.0379,16.8413,129.19,00:59:39,179,00:59:20,cpgx,2
128.794,16.9207,16.8313,129.269,00:59:59,180,00:59:40,cpgx,2
128.567,16.9604,16.881,128.816,01:00:19,181,01:00:00,cpgx,2
128.554,16.8909,16.8313,128.596,01:00:39,182,01:00:20,cpgx,2
128.349,16.8711,16.8313,128.507,01:00:59,183,01:00:40,cpgx,2
128.23,16.881,16.8214,128.24,01:01:19,184,01:01:00,cpgx,2
127.695,16.8909,16.8214,128.18,01:01:39,185,01:01:20,cpgx,2
128.388,16.9008,16.8611,127.671,01:01:59,186,01:01:40,cpgx,2
128.081,16.9704,16.9108,128.339,01:02:19,187,01:02:00,cpgx,2
127.635,17.0101,16.9179,128.111,01:02:39,188,01:02:20,cpgx,2
128.121,17.0101,16.9505,127.626,01:02:59,189,01:02:40,cpgx,2
128.309,16.9952,16.9253,128.23,01:03:19,190,01:03:00,cpgx,2
127.864,17.0299,16.9207,128.319,01:03:39,191,01:03:20,cpgx,2
128.764,17.0697,17.0001,127.866,01:03:59,192,01:03:40,cpgx,2
128.141,17.0399,16.9604,128.725,01:04:19,193,01:04:00,cpgx,2
128.384,17.0051,16.9108,128.289,01:04:39,194,01:04:20,cpgx,2
128.537,17.2951,16.8413,128.24,01:04:59,195,01:04:40,cpgx,2
128.675,17.0299,16.7916,128.814,01:05:19,196,01:05:00,cpgx,2
129.042,17.1392,17.0001,128.557,01:05:39,197,01:05:20,cpgx,2
129.052,17.0597,16.8512,128.858,01:05:59,198,01:05:40,cpgx,2
128.705,17.0299,16.8909,128.914,01:06:19,199,01:06:00,cpgx,2
128.631,16.9902,16.9406,128.557,01:06:39,200,01:06:20,cpgx,2
129.111,17.02,16.9654,128.695,01:06:59,201,01:06:40,cpgx,2
129.269,17.02,16.9306,129.23,01:07:19,202,01:07:00,cpgx,2
128.705,16.9505,16.8611,129.309,01:07:39,203,01:07:20,cpgx,2
128.755,16.9803,16.8711,128.636,01:07:59,204,01:07:40,cpgx,2
128.745,16.9505,16.9008,128.74,01:08:19,205,01:08:00,cpgx,2
129.061,16.9406,16.8909,128.774,01:08:39,206,01:08:20,cpgx,2
129.081,16.9008,16.8015,129.051,01:08:59,207,01:08:40,cpgx,2
129.032,16.7916,16.6129,129.142,01:09:19,208,01:09:00,cpgx,2
128.359,16.6029,16.2951,128.982,01:09:39,209,01:09:20,cpgx,2
128.141,16.3462,16.2455,128.349,01:09:59,210,01:09:40,cpgx,2
127.646,16.31,16.2257,128.2,01:10:19,211,01:10:00,cpgx,2
128.081,16.4143,16.2852,127.606,01:10:39,212,01:10:20,cpgx,2
127.794,16.5732,16.454,128.101,01:10:59,213,01:10:40,cpgx,2
127.804,16.5136,15.9476,127.705,01:11:19,214,01:11:00,cpgx,2
119.429,15.9674,15.6,127.834,01:11:39,215,01:11:20,cpgx,2
119.928,15.6993,15.5404,119.549,01:11:59,216,01:11:40,cpgx,2
121.063,15.5702,15.3716,120.053,01:12:19,217,01:12:00,cpgx,2
120.689,15.4411,15.2922,120.571,01:12:39,218,01:12:20,cpgx,2
120.776,15.4908,15.3816,120.845,01:12:59,219,01:12:40,cpgx,2
122.498,15.5305,15.4411,120.665,01:13:19,220,01:13:00,cpgx,2
122.044,15.6497,15.5206,122.301,01:13:39,221,01:13:20,cpgx,2
120.974,15.5603,15.4809,121.847,01:13:59,222,01:13:40,cpgx,2
120.089,15.5504,15.4709,120.836,01:14:19,223,01:14:00,cpgx,2
119.771,15.5305,15.4411,120.123,01:14:39,224,01:14:20,cpgx,2
120.497,15.5504,15.4908,119.796,01:14:59,225,01:14:40,cpgx,2
119.555,15.6,15.4908,120.469,01:15:19,226,01:15:00,cpgx,2
119.776,15.7887,15.5851,119.331,01:15:39,227,01:15:20,cpgx,2
119.434,15.7788,15.6,119.905,01:15:59,228,01:15:40,cpgx,2
119.153,15.888,15.7291,119.331,01:16:19,229,01:16:00,cpgx,2
118.984,15.8979,15.8234,119.262,01:16:39,230,01:16:20,cpgx,2
119.351,15.888,15.7887,119.24,01:16:59,231,01:16:40,cpgx,2
120.271,16.2057,15.9178,119.242,01:17:19,232,01:17:00,cpgx,2
121.004,16.1958,15.9873,120.271,01:17:39,233,01:17:20,cpgx,2
120.737,16.166,15.9178,121.142,01:17:59,234,01:17:40,cpgx,2
119.44,16.2355,15.9277,120.083,01:18:19,235,01:18:00,cpgx,2
121.618,16.5334,16.1263,119.658,01:18:39,236,01:18:20,cpgx,2
122.578,16.5136,16.4043,121.662,01:18:59,237,01:18:40,cpgx,2
123.073,16.5235,16.4043,122.815,01:19:19,238,01:19:00,cpgx,2
122.984,16.6129,16.5084,122.756,01:19:39,239,01:19:20,cpgx,2
122.226,16.6625,16.5136,122.766,01:19:59,240,01:19:40,cpgx,2
122.568,16.8512,16.6129,122.32,01:20:19,241,01:20:00,cpgx,2
123.459,16.8512,16.7022,122.637,01:20:39,242,01:20:20,cpgx,2
122.776,16.7122,16.6427,123.35,01:20:59,243,01:20:40,cpgx,2
122.127,16.7122,16.6526,122.746,01:21:19,244,01:21:00,cpgx,2
122.41,16.8115,16.6327,122.124,01:21:39,245,01:21:20,cpgx,2
121.914,16.6725,16.4937,122.41,01:21:59,246,01:21:40,cpgx,2
122.271,16.5036,16.3746,121.855,01:22:19,247,01:22:00,cpgx,2
121.769,16.4739,16.305,122.182,01:22:39,248,01:22:20,cpgx,2
121.291,16.5136,16.2753,121.775,01:22:59,249,01:22:40,cpgx,2
121.796,16.6029,16.4937,121.373,01:23:19,250,01:23:00,cpgx,2
121.509,16.5334,16.454,121.777,01:23:39,251,01:23:20,cpgx,2
121.815,16.5434,16.4639,121.568,01:23:59,252,01:23:40,cpgx,2
121.944,17.1491,16.4937,121.825,01:24:19,253,01:24:00,cpgx,2
122.929,17.4321,16.9306,121.885,01:24:39,254,01:24:20,cpgx,2
123.092,18.2513,17.6257,122.805,01:24:59,255,01:24:40,cpgx,2
123.221,17.874,17.7151,122.969,01:25:19,256,01:25:00,cpgx,2
122.677,17.7747,17.5384,123.152,01:25:39,257,01:25:20,cpgx,2
121.42,17.5662,17.3775,122.598,01:25:59,258,01:25:40,cpgx,2
121.154,17.4817,17.2881,121.469,01:26:19,259,01:26:00,cpgx,2
121.043,17.4569,17.2782,121.222,01:26:39,260,01:26:20,cpgx,2
121.024,17.5165,17.3675,121.081,01:26:59,261,01:26:40,cpgx,2
120.974,17.4669,17.3775,120.944,01:27:19,262,01:27:00,cpgx,2
121.043,17.5364,17.4768,120.984,01:27:39,263,01:27:20,cpgx,2
121.014,17.5662,17.4966,121.043,01:27:59,264,01:27:40,cpgx,2
120.905,17.581,17.4966,120.984,01:28:19,265,01:28:00,cpgx,2
120.994,17.5364,17.5016,120.925,01:28:39,266,01:28:20,cpgx,2
121.063,17.5662,17.4966,121.014,01:28:59,267,01:28:40,cpgx,2
121.043,17.586,17.5364,121.091,01:29:19,268,01:29:00,cpgx,2
120.776,17.581,17.5264,121.034,01:29:39,269,01:29:20,cpgx,2
121.034,17.5463,17.4569,120.657,01:29:59,270,01:29:40,cpgx,2
121.192,17.586,17.5066,121.063,01:30:19,271,01:30:00,cpgx,2
121.33,17.6605,17.5364,121.192,01:30:39,272,01:30:20,cpgx,2
121.192,17.6506,17.1193,121.35,01:30:59,273,01:30:40,cpgx,2
121.578,17.5463,17.2682,120.994,01:31:19,274,01:31:00,cpgx,2
122.736,18.1222,17.586,121.509,01:31:39,275,01:31:20,cpgx,2
122.479,17.9137,17.5364,122.637,01:31:59,276,01:31:40,cpgx,2
122.043,17.6456,17.4569,122.38,01:32:19,277,01:32:00,cpgx,2
121.895,17.6257,17.4966,122.269,01:32:39,278,01:32:20,cpgx,2
122.078,17.5463,17.3874,121.825,01:32:59,279,01:32:40,cpgx,2
121.984,17.4669,17.3874,122.073,01:33:19,280,01:33:00,cpgx,2
122.075,17.4271,17.3576,122.053,01:33:39,281,01:33:20,cpgx,2
122.202,17.3924,17.2881,122.013,01:33:59,282,01:33:40,cpgx,2
122.528,17.3278,17.2385,122.221,01:34:19,283,01:34:00,cpgx,2
122.518,17.2782,17.1789,122.567,01:34:39,284,01:34:20,cpgx,2
122.221,17.308,17.1938,122.598,01:34:59,285,01:34:40,cpgx,2
121.766,17.3179,17.1987,122.192,01:35:19,286,01:35:00,cpgx,2
121.588,17.3278,17.2484,121.589,01:35:39,287,01:35:20,cpgx,2
121.647,17.3775,17.2385,121.679,01:35:59,288,01:35:40,cpgx,2
121.509,17.2386,17.1888,121.786,01:36:19,289,01:36:00,cpgx,2
121.261,17.2186,17.159,121.383,01:36:39,290,01:36:20,cpgx,2
120.935,17.2087,17.0994,121.192,01:36:59,291,01:36:40,cpgx,2
120.697,17.5165,17.0902,120.816,01:37:19,292,01:37:00,cpgx,2
121.934,17.4569,17.1491,120.796,01:37:39,293,01:37:20,cpgx,2
121.736,17.2186,17.1094,121.736,01:37:59,294,01:37:40,cpgx,2
121.944,17.2385,17.1292,121.756,01:38:19,295,01:38:00,cpgx,2
122.172,17.1789,17.0498,121.929,01:38:39,296,01:38:20,cpgx,2
122.113,17.1818,17.1193,122.053,01:38:59,297,01:38:40,cpgx,2
122.103,17.1987,17.1392,122.073,01:39:19,298,01:39:00,cpgx,2
121.588,17.2385,17.159,122.132,01:39:39,299,01:39:20,cpgx,2
121.647,17.5662,17.2285,121.654,01:39:59,300,01:39:40,cpgx,2
121.825,17.5463,17.4768,121.608,01:40:19,301,01:40:00,cpgx,2
121.578,17.5165,17.4669,121.707,01:40:39,302,01:40:20,cpgx,2
121.499,17.5463,17.4867,121.637,01:40:59,303,01:40:40,cpgx,2
121.479,17.6257,17.5463,121.445,01:41:19,304,01:41:00,cpgx,2
121.558,17.6655,17.5463,121.495,01:41:39,305,01:41:20,cpgx,2
121.321,17.725,17.6754,121.528,01:41:59,306,01:41:40,cpgx,2
121.212,17.6853,17.4669,121.321,01:42:19,307,01:42:00,cpgx,2
121.172,17.4768,17.4271,121.231,01:42:39,308,01:42:20,cpgx,2
121.42,17.5165,17.4172,121.202,01:42:59,309,01:42:40,cpgx,2
121.34,17.5263,17.4669,121.439,01:43:19,310,01:43:00,cpgx,2
121.261,17.6555,17.5066,121.172,01:43:39,311,01:43:20,cpgx,2
121.312,17.735,17.4023,121.306,01:43:59,312,01:43:40,cpgx,2
121.558,17.6059,17.4669,121.489,01:44:19,313,01:44:00,cpgx,2
121.093,17.447,17.2583,121.637,01:44:39,314,01:44:20,cpgx,2
120.38,17.4966,17.298,121.241,01:44:59,315,01:44:40,cpgx,2
120.519,17.5364,17.3874,120.341,01:45:19,316,01:45:00,cpgx,2
120.608,17.7449,17.4371,120.45,01:45:39,317,01:45:20,cpgx,2
121.063,17.9336,17.7548,120.667,01:45:59,318,01:45:40,cpgx,2
121.37,17.864,17.7846,121.068,01:46:19,319,01:46:00,cpgx,2
121.241,17.9634,17.8243,121.37,01:46:39,320,01:46:20,cpgx,2
121.33,17.9336,17.8144,121.336,01:46:59,321,01:46:40,cpgx,2
121.162,17.864,17.7647,121.311,01:47:19,322,01:47:00,cpgx,2
120.906,17.9435,17.8442,121.103,01:47:39,323,01:47:20,cpgx,2
120.895,17.9534,17.9137,120.915,01:47:59,324,01:47:40,cpgx,2
120.925,18.0527,17.8442,120.766,01:48:19,325,01:48:00,cpgx,2
120.825,17.91,17.8045,120.885,01:48:39,326,01:48:20,cpgx,2
120.756,17.9038,17.7449,120.479,01:48:59,327,01:48:40,cpgx,2
120.459,17.8541,17.5959,120.727,01:49:19,328,01:49:00,cpgx,2
119.816,17.5959,17.4669,120.39,01:49:39,329,01:49:20,cpgx,2
119.539,17.6853,17.5959,119.945,01:49:59,330,01:49:40,cpgx,2
119.806,18.3605,17.5959,119.648,01:50:19,331,01:50:00,cpgx,2
120.858,18.4003,18.2513,119.846,01:50:39,332,01:50:20,cpgx,2
120.905,18.3903,18.2116,120.796,01:50:59,333,01:50:40,cpgx,2
120.36,18.3308,18.0329,120.935,01:51:19,334,01:51:00,cpgx,2
120.047,18.2513,18.0131,120.355,01:51:39,335,01:51:20,cpgx,2
120.341,18.2116,18.0825,120.212,01:51:59,336,01:51:40,cpgx,2
120.549,18.152,17.8938,120.192,01:52:19,337,01:52:00,cpgx,2
120.014,18.152,18.0229,120.549,01:52:39,338,01:52:20,cpgx,2
119.895,18.2113,18.1322,120.063,01:52:59,339,01:52:40,cpgx,2
120.32,18.1917,18.1123,119.776,01:53:19,340,01:53:00,cpgx,2
121.142,18.1421,17.9634,120.212,01:53:39,341,01:53:20,cpgx,2
121.024,18.0627,17.9137,121.152,01:53:59,342,01:53:40,cpgx,2
120.949,18.0229,17.9137,121.043,01:54:19,343,01:54:00,cpgx,2
121.034,17.9931,17.8541,120.885,01:54:39,344,01:54:20,cpgx,2
120.816,17.9336,17.8343,121.103,01:54:59,345,01:54:40,cpgx,2
120.954,17.8839,17.7945,120.717,01:55:19,346,01:55:00,cpgx,2
121.202,17.8343,17.7846,120.974,01:55:39,347,01:55:20,cpgx,2
121.024,17.8839,17.7548,121.152,01:55:59,348,01:55:40,cpgx,2
121.429,17.8442,17.7449,120.974,01:56:19,349,01:56:00,cpgx,2
121.429,18.2612,17.864,121.34,01:56:39,350,01:56:20,cpgx,2
121.073,18.301,18.1024,121.311,01:56:59,351,01:56:40,cpgx,2
121.984,18.3804,18.2116,121.716,01:57:19,352,01:57:00,cpgx,2
122.736,18.3308,18.162,121.855,01:57:39,353,01:57:20,cpgx,2
122.348,18.3407,18.2215,122.964,01:57:59,354,01:57:40,cpgx,2
122.815,18.3903,18.2811,122.221,01:58:19,355,01:58:00,cpgx,2
122.904,18.3308,18.2116,122.885,01:58:39,356,01:58:20,cpgx,2
122.607,18.2116,18.0726,122.914,01:58:59,357,01:58:40,cpgx,2
122.845,18.2612,18.1123,122.637,01:59:19,358,01:59:00,cpgx,2
123.092,18.3705,18.2612,122.904,01:59:39,359,01:59:20,cpgx,2
