closingPrice,maxPrice,minPrice,openingPrice,periodEndTime,periodNumber,periodStartTime,symbol,symbolID
146.951,25.03,25.01,146.37,06:00:59,1083,06:00:40,cpgx,2
146.94,25.04,25.02,146.99,06:01:19,1084,06:01:00,cpgx,2
147.25,25.04,25.03,146.83,06:01:39,1085,06:01:20,cpgx,2
147.38,25.03,25.01,147.23,06:01:59,1086,06:01:40,cpgx,2
147.5,25.025,25.01,147.358,06:02:19,1087,06:02:00,cpgx,2
148.15,25.05,25.02,147.38,06:02:39,1088,06:02:20,cpgx,2
148.1,25.04,25.0,148.095,06:02:59,1089,06:02:40,cpgx,2
148.275,25.05,25.0,148.07,06:03:19,1090,06:03:00,cpgx,2
148.6,25.01,24.99,148.27,06:03:39,1091,06:03:20,cpgx,2
148.54,25.03,24.98,148.61,06:03:59,1092,06:03:40,cpgx,2
148.424,25.03,24.97,148.553,06:04:19,1093,06:04:00,cpgx,2
148.4,25.03,25.0,148.48,06:04:39,1094,06:04:20,cpgx,2
148.55,25.04,25.01,148.38,06:04:59,1095,06:04:40,cpgx,2
